"Code" "Site" "Location" "River" "Date" "H" "Na" "K" "Mg" "Ca" "Sr" "Ba" "NH4" "Cl" "NO3" "PO4" "SO4" "HCO3" "TOC"
"388"  4935704  49 "LowerLLobregat" "LowerLLobregat" "01.10.1997" 5.248075e-09  227.200  52.0500  39.370 117.90  1.73600 0.302658 4.453549e-02  410.961787   8.9331759  0.54864044  187.01430 248.9100  3.869
"389"  4935735  49 "LowerLLobregat" "LowerLLobregat" "01.11.1997" 1.202264e-08  235.400  48.7800  40.190 121.30  1.90500 0.085655 7.018947e-01  410.241950   8.1027127  0.84303287  226.78668 257.9600  4.298
"390"  4935765  49 "LowerLLobregat" "LowerLLobregat" "01.12.1997" 7.943282e-09  228.500  38.5300  40.230 120.70  1.94700 0.067532 1.593312e+00  395.408516   8.9259806  0.60216634  228.92645 280.9600  6.342
"391"  4935796  49 "LowerLLobregat" "LowerLLobregat" "01.01.1998" 4.365158e-09  173.600  28.4000  33.440 109.30  1.65000 0.072650 1.722538e+00  298.563331   9.4062561  0.70921813  189.45774 262.1000  5.776
"392"  4935827  49 "LowerLLobregat" "LowerLLobregat" "01.02.1998" 8.709636e-09  187.700  27.5200  36.700 120.30  1.98200 0.072800 4.877796e-01  228.297393  10.4143954  0.65569223  181.83019 368.4000  4.802
"393"  4935855  49 "LowerLLobregat" "LowerLLobregat" "01.03.1998" 1.000000e-08  184.400  29.8900  34.920 112.30  1.81300 0.061400 6.140199e-01  237.471303   8.2964717  0.54864044  151.31465 261.7000  5.022
"394"  4935886  49 "LowerLLobregat" "LowerLLobregat" "01.04.1998" 1.258925e-08  161.900  26.9100  30.660 103.40  1.71200 0.053500 7.197425e-01  283.098401   6.8738296  0.44158865  195.75163 246.2000  4.528
"395"  4935947  49 "LowerLLobregat" "LowerLLobregat" "01.06.1998" 1.905461e-08  172.800  29.2600  28.110  95.26  1.35600 0.068467 1.417695e+00  290.862042  17.2310676  0.89655877  175.76913 253.1000  7.159
"396"  4935977  49 "LowerLLobregat" "LowerLLobregat" "01.07.1998" 2.511886e-08  198.600  35.1300  29.970  82.80  1.39900 0.064854 2.104612e-01  331.453109   2.2564438  0.36129980  181.74578 204.6000  5.713
"397"  4936008  49 "LowerLLobregat" "LowerLLobregat" "01.08.1998" 2.691535e-08  204.700  38.5100  29.600  74.41  1.35400 0.057857 1.224070e-01  376.623359   6.2629842  0.73598108  168.48756 166.0000  5.108
"398"  4936039  49 "LowerLLobregat" "LowerLLobregat" "01.09.1998" 1.905461e-08  172.900  29.8400  27.530  94.20  1.39800 0.065821 6.926163e-01  289.308550   5.8112729  0.53525897  202.85001 236.4000  4.356
"399"  4936069  49 "LowerLLobregat" "LowerLLobregat" "01.10.1998" 1.659587e-08  194.900  36.9600  28.780 101.40  1.51100 0.054322 6.896048e-01  340.986300   3.1764659  0.99022909  170.47800 241.9000  4.742
"400"  4936100  49 "LowerLLobregat" "LowerLLobregat" "01.11.1998" 1.621810e-08  205.600  36.8300  31.110 112.30  1.63500 0.052007 1.073185e+00  279.182550   6.5285401  0.62892929  128.41683 263.1000  4.676
"401"  4936130  49 "LowerLLobregat" "LowerLLobregat" "01.12.1998" 3.162278e-08  199.000  34.6600  30.540 108.40  1.68500 0.056199 1.864103e+00  385.025216   9.3803098  1.13742531  263.02302 241.5000  5.235
"402"  4936161  49 "LowerLLobregat" "LowerLLobregat" "01.01.1999" 4.897788e-08  156.600  24.6500  29.700 107.30  1.44600 0.045491 3.596180e+00  209.729533   3.9281621  1.07051793  177.88536 256.5000  6.759
"403"  4936251  49 "LowerLLobregat" "LowerLLobregat" "01.04.1999" 6.807694e-09  213.800  39.0800  37.190 117.10  1.70900 0.047669 1.028974e+00  285.835770   5.4619390  0.66907371  163.51872 250.4000  5.877
"404"  4936373  49 "LowerLLobregat" "LowerLLobregat" "01.08.1999" 1.870682e-08  129.500  33.5400  25.740  93.07  1.50900 0.051874 2.323600e-01  217.818538   4.9935240  0.40144423  112.51242 213.3000  2.837
"405"   635582   6 "ULt" "UpperLLobregat" "01.06.1997" 7.943282e-09   16.850   2.5800  19.080  73.39  1.08064 0.057380 1.797862e-01   24.310213   2.5446232  0.28101096  115.34098 188.4176  2.919
"406"   635765   6 "ULt" "UpperLLobregat" "01.12.1997" 5.432503e-09   10.860   1.9910  20.910  76.43  1.01900 0.100927 2.689016e-02   34.528525   0.9509295  0.12043327   91.63313 224.1900  1.833
"407"   635855   6 "ULt" "UpperLLobregat" "01.03.1998" 5.248075e-09   12.260   1.8580  20.000  77.45  0.92540 0.105200 3.302179e-02   14.016569   5.9807296  0.04014442   55.52303 245.9000  2.512
"408"   635916   6 "ULt" "UpperLLobregat" "01.05.1998" 6.760830e-09    9.632   2.1170  17.490  59.95  0.86190 0.078674 1.644219e-01    9.738424   1.5593280  0.02676295   63.33468 196.9000  2.058
"409"   635947   6 "ULt" "UpperLLobregat" "01.06.1998" 6.606934e-09   12.260   2.1030  18.270  53.09  0.73910 0.074719 5.738295e-02   10.794722   0.5495925  0.04014442   57.60364 205.9000  3.372
"410"   636008   6 "ULt" "UpperLLobregat" "01.08.1998" 2.041738e-08   15.920   2.2640  19.300  49.13  0.76510 0.084385 3.071427e-02   17.060154   8.3837802  0.08028885   61.11817 201.1000  5.365
"411"   636069   6 "ULt" "UpperLLobregat" "01.10.1998" 7.413102e-09   11.830   2.1660  17.510  62.91  0.95640 0.086739 3.075091e-03   10.650439   0.4055642  0.36129980   64.18635 198.2000  2.745
"412"   636100   6 "ULt" "UpperLLobregat" "01.11.1998" 8.912509e-09   12.350   2.3440  17.980  64.17  0.94450 0.082535 4.246857e-02    9.733844   0.1955280  0.22748506   53.56123 209.7000  2.720
"413" 14735582 147 "ULt" "UpperLLobregat" "01.06.1997" 7.943282e-09   15.990   3.1400  20.930  75.56  0.42697 0.048750 8.017757e-02   15.472294   0.1040832  0.02676295  100.12976 193.8532  5.400
"414" 14735735 147 "ULt" "UpperLLobregat" "01.11.1997" 4.466836e-08   52.560  12.4400  26.260 105.70  0.49490 0.123962 8.791493e+00   84.820398  37.2516030  3.30522412  104.08630 385.1600  9.934
"415" 14735765 147 "ULt" "UpperLLobregat" "01.12.1997" 1.083927e-07   67.130  15.6300  27.150 111.30  0.52990 0.120282 6.450221e+00   71.219932   2.4080019  3.78695719  107.24192 387.9000 14.040
"416" 14735796 147 "ULt" "UpperLLobregat" "01.01.1998" 5.011872e-08   20.920   4.9640  22.860 101.10  0.46440 0.107469 1.946618e+00   26.516862  28.2399627  0.57540339  102.67356 294.0300  5.135
"417" 14735827 147 "ULt" "UpperLLobregat" "01.02.1998" 5.495409e-09   16.690   3.8590  21.870 102.10  0.51650 0.102903 3.377900e-01   19.399974  20.3591619  0.25424801   78.24050 311.5000  3.775
"418" 14735855 147 "ULt" "UpperLLobregat" "01.03.1998" 4.570882e-09   21.800   3.8730  25.110  98.87  0.52440 0.103600 6.842626e-02   25.043778  24.8236549  0.14719622   71.58680 285.3000  4.137
"419" 14735886 147 "ULt" "UpperLLobregat" "01.04.1998" 5.011872e-09   27.930   5.4260  24.900  93.40  0.49490 0.098200 1.276283e-01   38.675488  12.7135330  1.63253985  115.21808 245.2000  5.816
"420" 14735916 147 "ULt" "UpperLLobregat" "01.05.1998" 1.071519e-08   33.310   5.6520  24.660  84.36  0.45010 0.077222 3.154110e-01   45.042821   3.0016254  1.43181774  110.40966 282.0000  5.020
"421" 14736130 147 "ULt" "UpperLLobregat" "01.12.1998" 5.011872e-08   62.980  10.9600  24.250 105.70  0.60050 0.087831 1.034380e+01   90.269850   0.5871011  4.14825700  159.39543 354.8000  8.579
"422" 14736161 147 "ULt" "UpperLLobregat" "01.01.1999" 1.318257e-08   26.650   7.0350  22.160  99.24  0.44840 0.077732 8.894524e-01   44.377493  18.3184162  0.53525897   86.90079 279.6000  5.618
"423" 14736251 147 "ULt" "UpperLLobregat" "01.04.1999" 1.663413e-08   75.890  13.2100  26.150 102.80  0.51930 0.059083 8.354770e+00  100.975690  40.4668076  4.28207174  120.59298 368.2000 23.770
"424"  7735582  77 "ULt" "UpperLLobregat" "01.06.1997" 3.981072e-09  146.500  10.7800  64.440 168.00  5.38985 0.039820 1.115338e-01  191.457891   6.4196119  1.55225100  448.96734 278.6385  5.076
"425"  7735612  77 "ULt" "UpperLLobregat" "01.07.1997" 2.511886e-09  236.000  11.7800  69.020 151.50  5.64262 0.066570 2.050522e-01  296.343654   6.9609752  2.70296200  421.99108 267.4117  4.615
"426"  7735643  77 "ULt" "UpperLLobregat" "01.08.1997" 7.943282e-09  212.800  11.2600  70.090 159.60  4.74800 0.086590 2.921092e-01  445.386417  10.7613837  1.75297312  455.62425 286.6650  3.515
"427"  7735674  77 "ULt" "UpperLLobregat" "01.09.1997" 6.309573e-09  163.600  10.6700  57.400 153.00  4.32500 0.092304 9.457586e-02  253.715126   6.6268884  0.57540339  351.43670 306.1722  5.665
"428"  7735735  77 "ULt" "UpperLLobregat" "01.11.1997" 1.071519e-08  247.700  11.5800  65.050 168.70  4.91600 0.075875 2.929476e-01  356.616612   7.3918779  1.63253985  450.72384 328.5100  4.104
"429"  7735765  77 "ULt" "UpperLLobregat" "01.12.1997" 4.709773e-09  248.400  11.2500  65.940 169.80  5.12300 0.065040 3.680912e-02  342.850591   9.4002888  0.74936255  464.51556 339.2500  4.320
"430"  7735796  77 "ULt" "UpperLLobregat" "01.01.1998" 5.888437e-08  123.600   7.0240  50.300 134.90  3.84300 0.084201 1.386672e-01  176.281237  19.8129009  0.61554781  369.21780 307.2100  4.620
"431"  7735827  77 "ULt" "UpperLLobregat" "01.02.1998" 8.912509e-09  127.400   8.0270  47.800 136.30  3.91800 0.063522 2.501670e-01  142.018016  21.3319535  0.92332172  335.41847 200.0000  4.824
"432"  7735855  77 "ULt" "UpperLLobregat" "01.03.1998" 5.623413e-09  187.800  10.3800  58.600 160.10  4.81500 0.067400 1.239600e-01  214.950168  13.2482097  0.48173307  464.56371 301.3000  5.209
"433"  7735886  77 "ULt" "UpperLLobregat" "01.04.1998" 9.120108e-09  221.500  12.4700  58.600 152.90  4.67900 0.049400 5.547162e-02  342.832606   5.9652633  1.49872511  571.09119 295.8000  4.132
"434"  7735916  77 "ULt" "UpperLLobregat" "01.05.1998" 1.047129e-08  232.800  10.2600  67.470 154.50  4.92600 0.049641 5.628157e-02  316.500329   0.4718991  1.07051793  464.08497 270.8000  2.704
"435"  7735947  77 "ULt" "UpperLLobregat" "01.06.1998" 7.943282e-09  197.400  11.1500  60.400 151.30  4.30900 0.066805 1.777720e-01  300.051168   2.9672135  1.03037351  469.89198 287.4000  4.207
"436"  7735977  77 "ULt" "UpperLLobregat" "01.07.1998" 1.778279e-08  314.200  12.7180  64.440 168.58  4.27400 0.054641 1.514487e+00  461.577169   4.8892754 10.34387954  515.05833 317.9000  5.546
"437"  7736008  77 "ULt" "UpperLLobregat" "01.08.1998" 1.995262e-08  323.400  16.6340  57.080 149.42  4.44400 0.085934 7.110969e-01  508.842337   1.0567228  1.04375499  439.15778 251.3000  7.096
"438"  7736039  77 "ULt" "UpperLLobregat" "01.09.1998" 1.258925e-08  355.600  14.8880  72.140 180.78  5.28800 0.030714 1.624312e-01  391.282422   4.1616158  4.50955680  480.23219 332.2000  3.891
"439"  7736100  77 "ULt" "UpperLLobregat" "01.11.1998" 6.165950e-09  330.000  14.1640  78.300 216.80  6.11800 0.060550 6.692494e-02  455.551901   3.8440302  0.10705179  432.39780 321.1000 62.940
"440"  7736130  77 "ULt" "UpperLLobregat" "01.12.1998" 1.258925e-08  400.400  15.9900  77.100 211.80  6.15600 0.057076 9.588951e-02  623.459328   7.0065504  0.40144423  593.73437 320.3000  4.902
"441"  7736161  77 "ULt" "UpperLLobregat" "01.01.1999" 7.943282e-09  160.360  10.7120  52.920 158.46  3.96600 0.057031 8.550644e-02  278.405061   9.1353975  0.53525897  473.74744 314.1000  4.095
"442"  7736251  77 "ULt" "UpperLLobregat" "01.04.1999" 1.049542e-08  308.600  15.1600  73.380 186.18  4.77400 0.017473 6.213757e-01  362.863403   1.3491868  2.00722113  432.27731 296.5000  4.559
"443"  7635827  76 "LLt" "LowerLLobregat" "01.02.1998" 3.715352e-08  294.600  27.5600  29.190 114.80  0.88870 0.027155 3.623068e+01  438.328762  59.9253384  0.21410359  166.21779 330.1000 25.800
"444"  7635886  76 "LLt" "LowerLLobregat" "01.04.1998" 7.244360e-08  371.200  35.4900  30.230 116.60  1.06300 0.026500 4.349052e+01  591.663631   0.3238500  1.08389941  273.36418 480.4000 34.810
"445"  7636130  76 "LLt" "LowerLLobregat" "01.12.1998" 7.943282e-08  559.000  39.9200  30.560 125.34  1.23440 0.025031 3.544606e+01 1133.389437   7.9787197  9.62127994  581.08474 613.6000 85.900
"446"  7636251  76 "LLt" "LowerLLobregat" "01.04.1999" 1.866380e-07  355.600  41.6000  32.280 117.86  1.01180 0.103921 3.719799e+01  475.380564   0.1414025  7.49362554  210.10727 476.7000 32.500
"447"  9235582  92 "LLt" "LowerLLobregat" "01.06.1997" 3.981072e-09   17.960   3.2300  35.070  65.96  0.56687 0.071430 1.091840e-01   28.279450   1.2494173  0.17395916   59.95758 263.0937  3.190
"448"  9235612  92 "LLt" "LowerLLobregat" "01.07.1997" 3.981072e-08   18.130   3.4490  31.090  70.59  0.77508 0.072660 3.120953e-01   29.140420   2.4964032  0.28100100   52.11408 312.6238  3.547
"449"  9235643  92 "LLt" "LowerLLobregat" "01.08.1997" 3.981072e-09   18.240   3.1830  37.510  61.72  0.64560 0.111348 1.457576e-01   26.446609   1.4296548  0.22748506   45.49352 292.5070  3.058
"450"  9235674  92 "LLt" "LowerLLobregat" "01.09.1997" 3.981072e-09   17.710   2.8050  36.880  58.00  0.63950 0.100027 6.100884e-02   26.871040   1.4902787  0.06690737   59.12098 283.2106  3.927
"451"  9335582  93 "LLt" "LowerLLobregat" "01.06.1997" 3.981072e-09   21.080   4.3600  36.820  57.99  0.59605 0.071110 1.460560e-01   27.084368   1.4227614  0.10705179   53.15536 244.3993  4.048
"452"  9335612  93 "LLt" "LowerLLobregat" "01.07.1997" 3.981072e-09   18.330   3.8090  30.110  68.44  0.77218 0.075240 2.638278e-01   21.837768   4.3518192  0.20071500   55.49374 294.0818  2.949
"453"  9335643  93 "LLt" "LowerLLobregat" "01.08.1997" 3.981072e-09   19.300   3.3330  39.050  60.32  0.66220 0.099734 2.087151e-01   24.146959   1.8206232  0.25424801   51.12281 292.5070  3.259
"454"  9335674  93 "LLt" "LowerLLobregat" "01.09.1997" 3.981072e-09   21.150   3.9920  39.120  57.53  0.66640 0.095244 2.887202e-01   28.885894   2.4215270  0.02676295   52.91604 282.6518  3.120
"455"  9335765  93 "LLt" "LowerLLobregat" "01.12.1997" 6.637431e-09  156.800  31.9700  30.990 101.50  1.71400 0.055925 5.171497e-02   41.438314   5.2076944  0.18734064   57.98286 340.6900  2.256
"456"  9335796  93 "LLt" "LowerLLobregat" "01.01.1998" 3.548134e-08   23.640   2.9310  31.520  70.68  0.72620 0.092276 2.245583e-02   41.890705   6.7513697  0.33453685   93.22106 348.8000  3.204
"457"  9335827  93 "LLt" "LowerLLobregat" "01.02.1998" 3.311311e-09   22.520   3.2350  30.630  79.57  0.95130 0.097439 1.308719e-01   25.635670   8.4316558  0.36129980   53.37938 241.4000  2.647
"458"  9335855  93 "LLt" "LowerLLobregat" "01.03.1998" 5.888437e-09   24.050   3.2710  34.290  71.55  0.90990 0.090300 3.762512e-02   29.811135   3.1938069  0.24086654   61.16643 311.3000  3.016
"459"  9335886  93 "LLt" "LowerLLobregat" "01.04.1998" 4.897788e-09   31.580   3.6490  34.030  71.62  0.87900 0.088200 3.700446e-02   47.620739   2.6377969  0.17395916   43.39592 288.5000  3.520
"460"  9335916  93 "LLt" "LowerLLobregat" "01.05.1998" 7.244360e-09   26.690   3.0240  34.260  61.37  0.72320 0.085530 2.637929e-01   36.500663   0.9705112  0.17395916   53.62960 303.7000  2.485
"461"  9335977  93 "LLt" "LowerLLobregat" "01.07.1998" 9.772372e-09   29.260   4.8500  34.590  40.39  0.57170 0.073553 4.514136e-02   45.602937   1.3187633  0.25424801   64.61237 246.4000  4.902
"462"  9336008  93 "LLt" "LowerLLobregat" "01.08.1998" 7.585776e-09   29.310   5.0200  31.540  44.34  0.61380 0.081389 1.728330e-01   43.492817   0.5076791  0.34791833   52.58875 254.5000  4.010
"463"  9336069  93 "LLt" "LowerLLobregat" "01.10.1998" 6.606934e-09   28.610   3.8840  34.040  54.97  0.59410 0.080915 3.698504e-02   39.050024   0.4807947  0.30777391   60.06792 270.7000  3.252
"464"  9336130  93 "LLt" "LowerLLobregat" "01.12.1998" 9.332543e-09   39.340   4.9420  37.620  73.83  0.69500 0.092128 2.000000e-01   71.997985   3.9790019  0.16057769  102.38106 323.5000  2.132
"465"  9336161  93 "LLt" "LowerLLobregat" "01.01.1999" 5.248075e-09   28.770   5.6770  30.450  99.70  1.10100 0.095510 1.400421e-01   40.982375  31.0089946  0.40144423   65.71432 295.3000  3.276
"466"  9336251  93 "LLt" "LowerLLobregat" "01.04.1999" 1.101539e-08   36.360   4.8220  37.500  61.07  0.68650 0.083732 6.993869e-02   50.673337   2.8801898  0.13381474   69.61288 239.7000  3.344
"467"  9435582  94 "LLt" "LowerLLobregat" "01.06.1997" 7.943282e-09  114.320  18.0500  27.230 114.10  1.69974 0.047850 9.086187e-01  133.274465   6.8493072  1.77973607  171.80944 238.5573  4.364
"468"  9435612  94 "LLt" "LowerLLobregat" "01.07.1997" 7.943282e-09  302.500  52.8200  87.060 242.60  6.22271 0.074010 2.000000e+00  456.866924  36.2941125  2.93043900  622.67677 418.3388  6.897
"469"  9435643  94 "LLt" "LowerLLobregat" "01.08.1997" 1.000000e-08  226.000  75.0600  97.780 277.30  5.78000 0.123864 8.438809e-01  598.522873  40.7238659  2.24808766  560.52159 283.3122  5.572
"470"  9435674  94 "LLt" "LowerLLobregat" "01.09.1997" 5.011872e-09  321.500  42.9200  64.810 173.70  3.49100 0.053325 4.112273e-01  539.384209  49.5337577  7.45348112  384.52420 351.2827  8.180
"471"  9435704  94 "LLt" "LowerLLobregat" "01.10.1997" 8.128305e-09  381.500  52.6600  68.880 186.20  3.80500 0.049709 9.229020e-02  651.477183  46.9376570  7.90845124  538.52092 331.5700  8.375
"472"  9435765  94 "LLt" "LowerLLobregat" "01.12.1997" 5.011872e-09  416.600  56.7100  74.950 197.10  4.16000 0.048161 2.330654e+01  647.994523  12.3030188  7.58729586  534.22744 484.1400 13.420
"473"  9435796  94 "LLt" "LowerLLobregat" "01.01.1998" 7.244360e-08  331.300  64.4400  79.100 187.50  3.98000 0.037078 1.675043e+01  652.033323  72.5454391  4.24192732  517.46683 410.7800 11.820
"474"  9435827  94 "LLt" "LowerLLobregat" "01.02.1998" 1.348963e-08   70.030  13.3600  21.520 102.30  1.51200 0.037630 2.764994e+00   91.375459  16.3411067  0.85641435  133.84442 335.9000  3.862
"475"  9435855  94 "LLt" "LowerLLobregat" "01.03.1998" 6.025596e-09  395.700  66.2300  86.550 233.60  4.96300 0.053000 8.559928e-01  638.762094  21.8540613  4.38912353  430.96003 414.5000 10.890
"476"  9435886  94 "LLt" "LowerLLobregat" "01.04.1998" 7.762471e-09  355.600  48.1800  63.790 175.10  3.63100 0.034100 1.376376e+01  555.642641  18.1497450  6.83793331  329.10107 408.4000 11.750
"477"  9435947  94 "LLt" "LowerLLobregat" "01.06.1998" 9.772372e-09   60.820   7.9660  17.180  95.33  1.31400 0.041845 1.610111e-01   81.725038   7.6483581  1.72621017  148.03858 222.8000  3.372
"478"  9435977  94 "LLt" "LowerLLobregat" "01.07.1998" 7.079458e-09  239.800  27.4200  47.450 148.90  2.68700 0.032949 1.991924e-01  345.222339  38.3854910  4.68351596  345.55810 327.8000  8.195
"479"  9436008  94 "LLt" "LowerLLobregat" "01.08.1998" 1.047129e-08  142.800  27.0400  48.220 149.50  2.86100 0.033044 3.791072e-01  251.476329  45.3949379  9.23321718  334.84429 270.8000  6.972
"480"  9436039  94 "LLt" "LowerLLobregat" "01.09.1998" 1.258925e-08  218.500  24.7100  32.380 115.70  2.24400 0.035176 3.119495e-01  253.692977  27.5540255  4.45603090  244.80937 255.5000  7.813
"481"  9436069  94 "LLt" "LowerLLobregat" "01.10.1998" 1.122018e-08  397.800  42.4200  47.640 153.24  2.97600 0.048060 1.517535e+00  517.628111  52.6639845  7.45348112  386.39330 349.1000  9.768
"482"  9436100  94 "LLt" "LowerLLobregat" "01.11.1998" 8.511380e-09  402.400  38.9800  42.900 132.24  2.47400 0.034200 3.163986e-01  500.205704  49.7515476  6.55692235  315.28835 379.6000 10.070
"483"  9436161  94 "LLt" "LowerLLobregat" "01.01.1999" 2.884032e-08  265.000  58.0200  54.880 170.44  2.98400 0.046939 3.065141e+01  425.223755   0.1717618  1.20433268  334.88731 448.6000 24.850
"484"  9436251  94 "LLt" "LowerLLobregat" "01.04.1999" 1.399587e-08   86.830   9.8340  19.940 105.30  1.51400 0.042311 1.773181e-01  118.872287   9.7088463  0.93670319  163.03066 204.8000  3.344
"485"  9436373  94 "LLt" "LowerLLobregat" "01.08.1999" 3.265878e-08  210.200  35.9600  62.980 185.58  3.98600 0.055390 7.910906e+00  322.677003  34.4957882  8.02888451  422.32995 287.9000  6.774
